,target
5797,0
5798,0
5799,0
5800,0
5801,0
5802,0
5803,0
5804,0
5805,1
5806,1
5807,1
5808,0
5809,1
5810,1
5811,1
5812,1
5813,0
5814,0
5815,1
5816,1
5817,1
5818,0
5819,1
5820,0
5821,1
5822,1
5823,1
5824,1
5825,0
5826,0
5827,0
5828,0
5829,0
5830,1
5831,0
5832,1
5833,1
5834,0
5835,0
5836,0
5837,0
5838,1
5839,0
5840,1
5841,0
5842,0
5843,1
5844,0
5845,0
5846,0
5847,1
5848,0
5849,0
5850,1
5851,1
5852,0
5853,1
5854,1
5855,0
5856,0
5857,1
5858,1
5859,0
5860,1
5861,1
5862,1
5863,0
5864,0
5865,0
5866,0
5867,1
5868,1
5869,1
5870,0
5871,1
5872,0
5873,0
5874,1
5875,1
5876,0
5877,0
5878,0
5879,0
5880,0
5881,0
5882,1
5883,1
5884,1
5885,1
5886,1
5887,0
5888,1
5889,0
5890,1
5891,0
5892,1
5893,1
5894,0
5895,1
5896,1
5897,1
5898,1
5899,1
5900,1
5901,0
5902,1
5903,1
5904,1
5905,0
5906,1
5907,1
5908,0
5909,1
5910,0
5911,1
5912,0
5913,0
5914,1
5915,0
5916,1
5917,1
5918,1
5919,0
5920,0
5921,1
5922,1
5923,1
5924,0
5925,0
5926,1
5927,1
5928,1
5929,0
5930,0
5931,0
5932,1
5933,1
5934,1
5935,1
5936,1
5937,1
5938,1
5939,0
5940,0
5941,1
5942,1
5943,1
5944,0
5945,0
5946,0
5947,0
5948,1
5949,1
5950,1
5951,1
5952,1
5953,1
5954,1
5955,1
5956,1
5957,1
5958,0
5959,1
5960,1
5961,1
5962,0
5963,0
5964,0
5965,0
5966,0
5967,0
5968,1
5969,0
5970,1
5971,0
5972,1
5973,0
5974,1
5975,0
5976,1
5977,1
5978,0
5979,0
5980,0
5981,0
5982,1
5983,1
5984,1
5985,1
5986,1
5987,1
5988,0
5989,0
5990,0
5991,1
5992,0
5993,0
5994,0
5995,0
5996,0
5997,1
5998,0
5999,0
6000,1
6001,0
6002,0
6003,0
6004,1
6005,0
6006,1
6007,1
6008,0
6009,0
6010,0
6011,0
6012,0
6013,1
6014,1
6015,0
6016,0
6017,0
6018,1
6019,1
6020,1
6021,1
6022,1
6023,0
6024,1
6025,1
6026,0
6027,1
6028,0
6029,0
6030,0
6031,0
6032,0
6033,1
6034,1
6035,0
6036,0
6037,0
6038,1
6039,1
6040,1
6041,1
6042,1
6043,1
6044,0
6045,1
6046,1
6047,0
6048,1
6049,1
6050,1
6051,0
6052,0
6053,1
6054,0
6055,1
6056,1
6057,1
6058,1
6059,1
6060,1
6061,1
6062,0
6063,1
6064,0
6065,1
6066,0
6067,1
6068,0
6069,0
6070,1
6071,1
6072,1
6073,0
6074,0
6075,1
6076,0
6077,1
6078,1
6079,0
6080,1
6081,0
6082,0
6083,0
6084,0
6085,0
6086,1
6087,0
6088,1
6089,1
6090,0
6091,1
6092,0
6093,0
6094,1
6095,1
6096,0
6097,0
6098,1
6099,0
6100,1
6101,1
6102,1
6103,0
6104,1
6105,1
6106,1
6107,0
6108,1
6109,1
6110,0
6111,1
6112,0
6113,0
6114,0
6115,1
6116,0
6117,0
6118,1
6119,1
6120,0
6121,1
6122,0
6123,0
6124,1
6125,0
6126,0
6127,0
6128,0
6129,1
6130,0
6131,0
6132,1
6133,1
6134,1
6135,1
6136,0
6137,0
6138,0
6139,1
6140,1
6141,0
6142,1
6143,1
6144,1
6145,1
6146,0
6147,0
6148,1
6149,0
6150,0
6151,0
6152,0
6153,1
6154,0
6155,1
6156,1
6157,1
6158,0
6159,0
6160,0
6161,1
6162,1
6163,0
6164,0
6165,1
6166,0
6167,1
6168,0
6169,1
6170,0
6171,0
6172,1
6173,0
6174,0
6175,1
6176,1
6177,1
6178,1
6179,1
6180,0
6181,1
6182,1
6183,1
6184,1
6185,1
6186,0
6187,0
6188,0
6189,1
6190,0
6191,0
6192,1
6193,0
6194,1
6195,1
6196,0
6197,0
6198,1
6199,1
6200,0
6201,1
6202,1
6203,0
6204,0
6205,0
6206,0
6207,0
6208,1
6209,1
6210,1
6211,1
6212,0
6213,0
6214,1
6215,1
6216,0
6217,0
6218,1
6219,0
6220,1
6221,1
6222,1
6223,1
6224,1
6225,0
6226,0
6227,1
6228,0
6229,1
6230,1
6231,0
6232,0
6233,1
6234,0
6235,1
6236,1
6237,0
6238,0
6239,0
6240,0
6241,0
6242,1
6243,0
6244,0
6245,0
6246,1
6247,0
6248,0
6249,1
6250,1
6251,0
6252,1
6253,0
6254,1
6255,1
6256,1
6257,1
6258,0
6259,1
6260,0
6261,1
6262,0
6263,1
6264,0
6265,0
6266,1
6267,1
6268,1
6269,0
6270,0
6271,1
6272,0
6273,1
6274,0
6275,0
6276,1
6277,1
6278,1
6279,1
6280,1
6281,1
6282,0
6283,0
6284,0
6285,0
6286,0
6287,0
6288,0
6289,1
6290,0
6291,1
6292,1
6293,1
6294,0
6295,0
6296,1
6297,1
6298,1
6299,1
6300,0
6301,0
6302,0
6303,0
6304,0
6305,0
6306,0
6307,1
6308,1
6309,1
6310,1
6311,0
6312,1
6313,1
6314,0
6315,1
6316,1
6317,0
6318,0
6319,0
6320,1
6321,1
6322,1
6323,1
6324,1
6325,1
6326,1
6327,0
6328,0
6329,0
6330,0
6331,0
6332,1
6333,1
6334,0
6335,1
6336,0
6337,0
6338,1
6339,1
6340,1
6341,1
6342,0
6343,1
6344,1
6345,0
6346,1
6347,1
6348,0
6349,1
6350,1
6351,0
6352,1
6353,0
6354,0
6355,1
6356,1
6357,1
6358,1
6359,0
6360,0
6361,1
6362,0
6363,0
6364,1
6365,0
6366,1
6367,1
6368,1
6369,0
6370,0
6371,0
6372,1
6373,1
6374,1
6375,1
6376,1
6377,0
6378,1
6379,1
6380,0
6381,1
6382,0
6383,1
6384,0
6385,0
6386,0
6387,0
6388,0
6389,0
6390,1
6391,0
6392,0
6393,1
6394,0
6395,0
6396,0
6397,1
6398,0
6399,0
6400,0
6401,1
6402,1
6403,1
6404,0
6405,0
6406,0
6407,1
6408,1
6409,1
6410,1
6411,0
6412,1
6413,1
6414,1
6415,0
6416,0
6417,1
6418,0
6419,1
6420,0
6421,0
6422,1
6423,1
6424,0
6425,0
6426,0
6427,0
6428,0
6429,1
6430,1
6431,0
6432,0
6433,1
6434,0
6435,1
6436,1
6437,1
6438,1
6439,0
6440,1
6441,1
6442,1
6443,0
6444,1
6445,0
6446,0
6447,0
6448,0
6449,0
6450,0
6451,0
6452,1
6453,1
6454,1
6455,1
6456,0
6457,0
6458,1
6459,1
6460,1
6461,1
6462,0
6463,1
6464,0
6465,0
6466,0
6467,0
6468,1
6469,1
6470,0
6471,1
6472,0
6473,0
6474,0
6475,0
6476,0
6477,1
6478,0
6479,1
6480,0
6481,0
6482,0
6483,0
6484,1
6485,1
6486,0
6487,0
6488,1
6489,1
6490,1
6491,1
6492,0
6493,0
6494,0
6495,0
6496,1
6497,0
6498,0
6499,0
6500,1
6501,0
6502,0
6503,0
6504,1
6505,0
6506,1
6507,1
6508,1
6509,1
6510,1
6511,0
6512,1
6513,1
6514,1
6515,0
6516,1
6517,1
6518,0
6519,1
6520,0
6521,1
6522,1
6523,0
6524,0
6525,1
6526,0
6527,0
6528,0
6529,1
6530,1
6531,0
6532,0
6533,0
6534,0
6535,1
6536,1
6537,1
6538,1
6539,1
6540,0
6541,0
6542,1
6543,1
6544,0
6545,0
6546,0
6547,1
6548,0
6549,0
6550,1
6551,0
6552,1
6553,0
6554,1
6555,0
6556,0
6557,0
6558,0
6559,1
6560,0
6561,1
6562,0
6563,1
6564,0
6565,0
6566,0
6567,0
6568,0
6569,1
6570,0
6571,0
6572,0
6573,0
6574,1
6575,0
6576,0
6577,0
6578,1
6579,0
6580,0
6581,0
6582,1
6583,1
6584,0
6585,0
6586,0
6587,0
6588,0
6589,0
6590,1
6591,0
6592,1
6593,1
6594,0
6595,1
6596,0
6597,0
6598,0
6599,0
6600,0
6601,0
6602,0
6603,0
6604,0
6605,1
6606,0
6607,1
6608,0
6609,0
6610,1
6611,0
6612,0
6613,1
6614,0
6615,1
6616,0
6617,1
6618,1
6619,1
6620,0
6621,0
6622,1
6623,0
6624,0
6625,1
6626,0
6627,0
6628,1
6629,0
6630,1
6631,1
6632,0
6633,1
6634,1
6635,0
6636,1
6637,1
6638,1
6639,1
6640,1
6641,1
6642,1
6643,1
6644,0
6645,1
6646,0
6647,0
6648,0
6649,0
6650,0
6651,1
6652,1
6653,0
6654,1
6655,0
6656,1
6657,0
6658,1
6659,0
6660,1
6661,0
6662,0
6663,0
6664,1
6665,1
6666,0
6667,0
6668,0
6669,1
6670,1
6671,1
6672,0
6673,0
6674,0
6675,0
6676,0
6677,0
6678,1
6679,0
6680,0
6681,1
6682,0
6683,0
6684,1
6685,0
6686,1
6687,1
6688,0
6689,0
6690,1
6691,1
6692,0
6693,0
6694,0
6695,1
6696,0
6697,1
6698,0
6699,0
6700,0
6701,1
6702,0
6703,1
6704,1
6705,0
6706,0
6707,0
6708,0
6709,1
6710,1
6711,0
6712,0
6713,1
6714,1
6715,1
6716,0
6717,0
6718,0
6719,1
6720,0
6721,1
6722,0
6723,0
6724,1
6725,1
6726,0
6727,1
6728,1
6729,0
6730,1
6731,1
6732,1
6733,1
6734,1
6735,1
6736,0
6737,1
6738,0
6739,1
6740,1
6741,1
6742,1
6743,1
6744,1
6745,0
6746,0
6747,1
6748,1
6749,0
6750,1
6751,0
6752,1
6753,1
6754,1
6755,1
6756,1
6757,0
6758,0
6759,0
6760,0
6761,0
6762,1
6763,1
6764,1
6765,1
6766,0
6767,1
6768,1
6769,0
6770,0
6771,1
6772,1
6773,0
6774,0
6775,0
6776,1
6777,1
6778,0
6779,0
6780,1
6781,1
6782,0
6783,0
6784,1
6785,0
6786,1
6787,0
6788,1
6789,0
6790,1
6791,1
6792,1
6793,0
6794,0
6795,1
6796,1
6797,1
6798,1
6799,0
6800,0
6801,1
6802,1
6803,1
6804,1
6805,0
6806,1
6807,0
6808,1
6809,1
6810,0
6811,1
6812,0
6813,0
6814,0
6815,0
6816,1
6817,0
6818,1
6819,0
6820,1
6821,1
6822,1
6823,0
6824,1
6825,1
6826,0
6827,0
6828,1
6829,1
6830,0
6831,1
6832,1
6833,1
6834,1
6835,1
6836,0
6837,0
6838,0
6839,0
6840,1
6841,1
6842,1
6843,1
6844,1
6845,1
6846,1
6847,0
6848,1
6849,1
6850,1
6851,1
6852,0
6853,0
6854,1
6855,0
6856,1
6857,0
6858,1
6859,1
6860,1
6861,1
6862,1
6863,0
6864,1
6865,1
6866,1
6867,0
6868,0
6869,0
6870,0
6871,1
6872,0
6873,0
6874,1
6875,0
6876,1
6877,0
6878,1
6879,1
6880,1
6881,0
6882,0
6883,1
6884,0
6885,0
6886,0
6887,0
6888,1
6889,1
6890,0
6891,1
6892,0
6893,1
6894,1
6895,1
6896,1
6897,0
6898,1
6899,1
6900,1
6901,1
6902,1
6903,0
6904,0
6905,1
6906,0
6907,0
6908,1
6909,1
6910,1
6911,1
6912,0
6913,0
6914,0
6915,0
6916,0
6917,1
6918,1
6919,0
6920,1
6921,1
6922,1
6923,0
6924,1
6925,0
6926,0
6927,1
6928,0
6929,0
6930,0
6931,0
6932,1
6933,0
6934,1
6935,0
6936,0
6937,1
6938,1
6939,0
6940,0
6941,1
6942,1
6943,0
6944,0
6945,0
6946,0
6947,1
6948,1
6949,1
6950,1
6951,0
6952,0
6953,0
6954,1
6955,1
6956,0
6957,0
6958,1
6959,1
6960,0
6961,1
6962,0
6963,1
6964,1
6965,0
6966,0
6967,0
6968,0
6969,0
6970,0
6971,0
6972,1
6973,1
6974,0
6975,0
6976,1
6977,1
6978,1
6979,1
6980,1
6981,1
6982,0
6983,0
6984,0
6985,1
6986,1
6987,1
6988,0
6989,1
6990,1
6991,1
6992,1
6993,0
6994,1
6995,1
6996,1
6997,1
6998,0
6999,1
7000,1
7001,0
7002,0
7003,0
7004,1
7005,0
7006,0
7007,0
7008,0
7009,1
7010,0
7011,0
7012,1
7013,1
7014,0
7015,0
7016,0
7017,0
7018,0
7019,1
7020,1
7021,0
7022,0
7023,0
7024,1
7025,1
7026,0
7027,1
7028,0
7029,1
7030,1
7031,1
7032,0
7033,1
7034,1
7035,0
7036,1
7037,1
7038,1
7039,1
7040,0
7041,1
7042,1
7043,1
7044,1
7045,0
7046,0
7047,1
7048,0
7049,1
7050,1
7051,0
7052,0
7053,1
7054,0
7055,0
7056,1
7057,0
7058,0
7059,1
7060,0
7061,0
7062,0
7063,0
7064,1
7065,1
7066,0
7067,1
7068,1
7069,1
7070,1
7071,1
7072,1
7073,0
7074,1
7075,0
7076,0
7077,1
7078,1
7079,1
7080,1
7081,0
7082,1
7083,0
7084,1
7085,0
7086,1
7087,1
7088,1
7089,1
7090,0
7091,1
7092,0
7093,0
7094,1
7095,0
7096,1
7097,0
7098,0
7099,0
7100,0
7101,1
7102,0
7103,0
7104,0
7105,1
7106,0
7107,1
7108,0
7109,0
7110,0
7111,0
7112,1
7113,0
7114,1
7115,1
7116,1
7117,0
7118,0
7119,1
7120,0
7121,1
7122,0
7123,1
7124,1
7125,1
7126,1
7127,1
7128,0
7129,1
7130,1
7131,0
7132,0
7133,0
7134,1
7135,1
7136,0
7137,0
7138,1
7139,1
7140,0
7141,0
7142,1
7143,1
7144,0
7145,1
7146,0
7147,0
7148,1
7149,1
7150,0
7151,0
7152,1
7153,0
7154,0
7155,0
7156,1
7157,0
7158,0
7159,0
7160,1
7161,1
7162,0
7163,0
7164,1
7165,1
7166,0
7167,1
7168,1
7169,0
7170,0
7171,1
7172,1
7173,0
7174,1
7175,1
7176,1
7177,0
7178,1
7179,0
7180,1
7181,0
7182,1
7183,0
7184,1
7185,1
7186,0
7187,1
7188,1
7189,0
7190,0
7191,1
7192,0
7193,1
7194,0
7195,0
7196,0
7197,1
7198,1
7199,0
